"","ID","fold","lon","lat"
"CBNA_692029","CBNA_692029",1,6.994387639,45.40783828
"CBNA_692033","CBNA_692033",1,6.989401422,45.41064615
"CBNA_692041","CBNA_692041",4,6.990364486,45.3941315
"CBNA_692161","CBNA_692161",2,5.920188629,44.40890055
"CBNA_692205","CBNA_692205",4,6.791654289,45.62707333
"CBNA_692209","CBNA_692209",3,6.788945177,45.62787423
"CBNA_692219","CBNA_692219",3,5.969007712,45.0335033
"CBNA_692307","CBNA_692307",4,6.816783251,45.6350744
"CBNA_692309","CBNA_692309",4,6.811661919,45.63587537
"CBNA_692312","CBNA_692312",3,6.79942145,45.63707223
"CBNA_692324","CBNA_692324",3,6.809375779,45.64897912
"CBNA_692343","CBNA_692343",1,6.779125651,45.6370721
"CBNA_692411","CBNA_692411",2,6.37558835,45.19928083
"CBNA_692429","CBNA_692429",3,5.555041871,45.99627014
"CBNA_692435","CBNA_692435",3,5.567057201,45.9989701
"CBNA_692440","CBNA_692440",4,5.567219258,46.00036509
"CBNA_692537","CBNA_692537",4,6.590510161,44.84479064
"CBNA_692587","CBNA_692587",2,6.579979556,44.86099935
"CBNA_692792","CBNA_692792",3,6.224499358,45.37892722
"CBNA_692806","CBNA_692806",1,6.015936129,46.35649162
"CBNA_692812","CBNA_692812",3,6.012759127,46.35326066
"CBNA_692846","CBNA_692846",1,5.893099261,45.02914692
"CBNA_692873","CBNA_692873",2,5.900263368,45.028427
"CBNA_692936","CBNA_692936",1,6.613879788,44.3200394
"CBNA_693048","CBNA_693048",1,6.577855564,44.84762566
"CBNA_693063","CBNA_693063",2,5.927606523,45.01703338
"CBNA_693088","CBNA_693088",3,6.659506003,44.90137209
"CBNA_693107","CBNA_693107",1,7.027886826,45.41502048
"CBNA_693112","CBNA_693112",1,6.7959022,45.6580779
"CBNA_693124","CBNA_693124",2,6.801833293,45.68287269
"CBNA_693127","CBNA_693127",4,6.800411156,45.68357468
"CBNA_693128","CBNA_693128",4,6.799430137,45.68507765
"CBNA_693131","CBNA_693131",3,6.797332956,45.68607662
"CBNA_693134","CBNA_693134",4,6.795658947,45.68577959
"CBNA_693135","CBNA_693135",1,7.0482816,45.39468093
"CBNA_693168","CBNA_693168",3,6.793228804,45.68757953
"CBNA_693188","CBNA_693188",1,6.799052196,45.67447573
"CBNA_693192","CBNA_693192",1,7.014314358,45.35654836
"CBNA_693193","CBNA_693193",1,7.017950564,45.36159727
"CBNA_693199","CBNA_693199",3,6.780736567,45.65777182
"CBNA_693232","CBNA_693232",3,6.756732435,45.67197351
"CBNA_693264","CBNA_693264",3,6.60646378,44.30233675
"CBNA_693283","CBNA_693283",4,6.60667078,44.30333573
"CBNA_693288","CBNA_693288",4,6.60714784,44.30497373
"CBNA_693308","CBNA_693308",3,6.607246907,44.30129274
"CBNA_693319","CBNA_693319",4,6.990805508,45.44627659
"CBNA_693321","CBNA_693321",4,6.609073965,44.3004288
"CBNA_693332","CBNA_693332",3,6.611927035,44.30017682
"CBNA_693333","CBNA_693333",2,6.61242205,44.2998349
"CBNA_693384","CBNA_693384",4,6.256902442,44.91027133
"CBNA_693410","CBNA_693410",2,6.336339181,44.93706427
"CBNA_693497","CBNA_693497",2,6.186824841,44.22214746
"CBNA_693500","CBNA_693500",3,6.039426533,44.98813579
"CBNA_693507","CBNA_693507",4,6.04088463,44.98833372
"CBNA_693508","CBNA_693508",2,6.041019602,44.98833372
"CBNA_693532","CBNA_693532",4,6.185150856,44.21845751
"CBNA_693537","CBNA_693537",3,6.032190354,44.98877473
"CBNA_693539","CBNA_693539",2,6.032325351,44.98887368
"CBNA_693555","CBNA_693555",1,6.180389702,44.2180615
"CBNA_693567","CBNA_693567",3,6.179345668,44.21878152
"CBNA_693579","CBNA_693579",1,6.568553887,44.33929865
"CBNA_693641","CBNA_693641",3,6.563306708,44.34108958
"CBNA_693643","CBNA_693643",2,6.562379651,44.34353745
"CBNA_693658","CBNA_693658",2,6.556556528,44.34141346
"CBNA_693704","CBNA_693704",4,6.546211467,44.73993381
"CBNA_693722","CBNA_693722",3,6.548957208,44.64100774
"CBNA_693791","CBNA_693791",1,6.122021465,45.2510835
"CBNA_693931","CBNA_693931",1,5.791576081,46.23296789
"CBNA_693956","CBNA_693956",4,5.773611686,46.21556207
"CBNA_694360","CBNA_694360",3,5.541141627,44.3026738
"CBNA_694446","CBNA_694446",2,4.959838465,46.5074326
"CBNA_694452","CBNA_694452",1,4.977722799,46.47875911
"CBNA_694468","CBNA_694468",1,5.065864747,46.42673098
"CBNA_694469","CBNA_694469",1,5.045037701,46.43019592
"CBNA_694472","CBNA_694472",4,5.043696594,46.42794596
"CBNA_694714","CBNA_694714",1,6.702666914,45.71011479
"CBNA_694718","CBNA_694718",3,6.699201778,45.70922378
"CBNA_694925","CBNA_694925",3,6.775266056,45.38944104
"CBNA_695128","CBNA_695128",1,6.747022998,45.36983029
"CBNA_695283","CBNA_695283",2,5.566942284,44.65103808
"CBNA_695284","CBNA_695284",1,5.566996257,44.65106502
"CBNA_695290","CBNA_695290",3,5.566087313,44.650912
"CBNA_695291","CBNA_695291",2,5.566123279,44.65091207
"CBNA_695713","CBNA_695713",1,6.553691288,44.68119193
"CBNA_695720","CBNA_695720",4,6.545896953,44.67864498
"CBNA_695728","CBNA_695728",1,6.544114883,44.67582803
"CBNA_695814","CBNA_695814",4,6.567513408,44.9028935
"CBNA_695875","CBNA_695875",1,6.011951858,44.65962714
"CBNA_695919","CBNA_695919",3,6.381390628,44.48812737
"CBNA_696144","CBNA_696144",2,5.449492796,45.32270188
"CBNA_696146","CBNA_696146",4,5.336476257,45.30172273
"CBNA_696152","CBNA_696152",1,5.776427624,45.15343387
"CBNA_696153","CBNA_696153",4,5.752775217,45.13871894
"CBNA_696163","CBNA_696163",1,5.111511219,45.41144798
"CBNA_696177","CBNA_696177",3,5.103986251,45.45655553
"CBNA_696180","CBNA_696180",2,6.033035708,45.06555179
"CBNA_696188","CBNA_696188",2,5.40263276,45.75739684
"CBNA_696210","CBNA_696210",1,5.400576147,45.38049889
"CBNA_696214","CBNA_696214",2,5.326102242,45.84199547
"CBNA_696227","CBNA_696227",2,6.104884823,45.42585181
"CBNA_696234","CBNA_696234",3,5.753251145,45.31587264
"CBNA_696246","CBNA_696246",3,5.968549128,44.99185226
"CBNA_696247","CBNA_696247",3,5.970709132,44.99922307
"CBNA_696250","CBNA_696250",4,5.967486884,45.01054478
"CBNA_696251","CBNA_696251",1,5.968152858,45.01002281
"CBNA_696258","CBNA_696258",3,6.037832091,45.17743764
"CBNA_696260","CBNA_696260",2,6.019534769,45.11526673
"CBNA_696280","CBNA_696280",1,6.631763699,44.30513598
"CBNA_696498","CBNA_696498",3,6.09715274,44.42751235
"CBNA_697125","CBNA_697125",4,5.094158932,44.51593896
"CBNA_697146","CBNA_697146",4,5.616201658,44.42394739
"CBNA_697148","CBNA_697148",2,5.617389672,44.42413632
"CBNA_697192","CBNA_697192",1,6.180492583,44.63239486
"CBNA_697195","CBNA_697195",3,6.180483599,44.63232286
"CBNA_697197","CBNA_697197",2,6.182544711,44.63321381
"CBNA_697199","CBNA_697199",1,6.183039761,44.63331281
"CBNA_697247","CBNA_697247",3,5.619936697,44.41829556
"CBNA_697262","CBNA_697262",4,5.231286419,44.58073841
"CBNA_697269","CBNA_697269",4,6.132782003,44.61225314
"CBNA_697270","CBNA_697270",4,6.132962073,44.61209118
"CBNA_697273","CBNA_697273",1,6.133087999,44.61277513
"CBNA_697274","CBNA_697274",1,6.132800043,44.61301809
"CBNA_697275","CBNA_697275",3,6.13953217,44.61778801
"CBNA_697293","CBNA_697293",1,6.058585326,44.50853768
"CBNA_697294","CBNA_697294",4,6.058513312,44.50818662
"CBNA_697295","CBNA_697295",2,6.058675371,44.50781762
"CBNA_697296","CBNA_697296",3,6.057235269,44.50747567
"CBNA_697297","CBNA_697297",4,6.057892359,44.50806961
"CBNA_697298","CBNA_697298",4,6.263854022,44.63054951
"CBNA_697300","CBNA_697300",3,6.265996092,44.63244841
"CBNA_697306","CBNA_697306",4,6.277192532,44.63153039
"CBNA_697307","CBNA_697307",2,6.277237516,44.63162042
"CBNA_697325","CBNA_697325",3,5.779827613,44.47597579
"CBNA_697326","CBNA_697326",1,5.779872603,44.4762638
"CBNA_697377","CBNA_697377",3,6.203344885,44.59952774
"CBNA_697380","CBNA_697380",1,6.099174711,44.61652797
"CBNA_697449","CBNA_697449",1,5.893562779,44.60146942
"CBNA_697450","CBNA_697450",4,5.891510735,44.60157738
"CBNA_697451","CBNA_697451",4,5.891465832,44.60041645
"CBNA_697452","CBNA_697452",4,5.891411753,44.60070443
"CBNA_697453","CBNA_697453",3,5.891672729,44.60105542
"CBNA_697469","CBNA_697469",3,6.312730539,44.24731993
"CBNA_697471","CBNA_697471",2,6.314071619,44.24774297
"CBNA_697472","CBNA_697472",4,6.314899699,44.24769798
"CBNA_697473","CBNA_697473",4,6.314800629,44.246897
"CBNA_697474","CBNA_697474",4,6.314530602,44.24710398
"CBNA_697477","CBNA_697477",2,6.312739681,44.23945425
"CBNA_697482","CBNA_697482",2,6.319445016,44.23481042
"CBNA_697483","CBNA_697483",2,6.323576091,44.23694335
"CBNA_697500","CBNA_697500",3,6.34427092,44.73943792
"CBNA_697506","CBNA_697506",1,6.345612109,44.73337196
"CBNA_697529","CBNA_697529",1,6.011654798,44.65906918
"CBNA_697591","CBNA_697591",2,6.402590761,44.92325941
"CBNA_697597","CBNA_697597",1,6.385229204,44.91908337
"CBNA_697598","CBNA_697598",2,6.383978218,44.91864233
"CBNA_697653","CBNA_697653",4,7.012291277,44.72291704
"CBNA_697690","CBNA_697690",1,6.883138038,44.68626033
"CBNA_697694","CBNA_697694",1,6.884200038,44.68858229
"CBNA_697707","CBNA_697707",3,6.894172707,44.6518183
"CBNA_697731","CBNA_697731",1,6.291672129,44.79783742
"CBNA_698214","CBNA_698214",1,4.870681565,44.4502749
"CBNA_698227","CBNA_698227",1,5.208981867,45.79209981
"CBNA_698228","CBNA_698228",1,6.287385022,45.48681763
"CBNA_698280","CBNA_698280",4,6.066858293,45.47792496
"CBNA_698281","CBNA_698281",1,6.066264291,45.47854596
"CBNA_701191","CBNA_701191",4,5.271219138,45.74457176
"CBNA_701195","CBNA_701195",2,5.272389189,45.74756868
"CBNA_701208","CBNA_701208",2,5.264495956,45.74776667
"CBNA_701209","CBNA_701209",2,5.269320036,45.75067369
"CBNA_701245","CBNA_701245",3,6.393148447,45.0328129
"CBNA_701253","CBNA_701253",3,6.537976933,44.61991215
"CBNA_701257","CBNA_701257",1,6.54367973,44.96591892
"CBNA_701261","CBNA_701261",3,6.549802552,44.75046367
"CBNA_701262","CBNA_701262",3,6.185244846,44.62857896
"CBNA_701263","CBNA_701263",2,6.191482034,44.62930795
"CBNA_701264","CBNA_701264",2,6.262845296,44.70094566
"CBNA_701265","CBNA_701265",4,6.376186656,44.68875101
"CBNA_701268","CBNA_701268",3,6.375520662,44.68933596
"CBNA_701269","CBNA_701269",1,6.002815048,44.78853058
"CBNA_701270","CBNA_701270",2,6.002698095,44.78823364
"CBNA_701279","CBNA_701279",3,6.50253288,44.73371494
"CBNA_701280","CBNA_701280",4,6.502100873,44.73338192
"CBNA_701282","CBNA_701282",4,6.169670103,45.05594047
"CBNA_701283","CBNA_701283",2,6.152308471,45.05294345
"CBNA_701285","CBNA_701285",1,5.886358262,45.00716934
"CBNA_701286","CBNA_701286",2,5.971122954,45.01372177
"CBNA_701288","CBNA_701288",2,6.500103192,44.69479947
"CBNA_701297","CBNA_701297",1,6.260323897,44.79953827
"CBNA_701300","CBNA_701300",4,6.125848201,44.93520875
"CBNA_701303","CBNA_701303",2,6.403462683,45.05825526
"CBNA_701308","CBNA_701308",3,6.325605211,44.64227602
"CBNA_701309","CBNA_701309",1,6.325434314,44.64020601
"CBNA_701311","CBNA_701311",4,6.319845078,44.63777608
"CBNA_716256","CBNA_716256",1,5.199722052,44.61625138
"CBNA_716257","CBNA_716257",4,5.199722052,44.61625138
"CBNA_716264","CBNA_716264",1,5.276846826,44.48696947
"CBNA_716269","CBNA_716269",1,5.060767318,44.56127061
"CBNA_716276","CBNA_716276",2,5.179453184,44.63251392
"CBNA_716277","CBNA_716277",4,5.193376621,44.636132
"CBNA_716278","CBNA_716278",4,5.200315736,44.63623107
"CBNA_716291","CBNA_716291",4,5.204528218,44.61406449
"CBNA_716293","CBNA_716293",4,5.201801148,44.61502748
"CBNA_716302","CBNA_716302",1,5.27341767,44.48642944
"CBNA_716306","CBNA_716306",2,5.063476326,44.56264757
"CBNA_716308","CBNA_716308",4,5.080037038,44.5586518
"CBNA_716315","CBNA_716315",1,5.160723578,44.63639265
"CBNA_716317","CBNA_716317",1,5.358658255,44.55392886
"CBNA_716320","CBNA_716320",3,5.342277656,44.5612006
"CBNA_716324","CBNA_716324",4,5.375605853,44.54633314
"CBNA_716328","CBNA_716328",3,5.177194512,44.6041104
"CBNA_716330","CBNA_716330",4,5.178742464,44.61001438
"CBNA_716334","CBNA_716334",2,5.184718511,44.61974323
"CBNA_716335","CBNA_716335",3,5.185987525,44.62172316
"CBNA_716336","CBNA_716336",3,5.083835217,44.55100197
"CBNA_716340","CBNA_716340",3,5.16340575,44.6318298
"CBNA_716341","CBNA_716341",3,5.15900462,44.62941775
"CBNA_716344","CBNA_716344",2,5.340945822,44.54997778
"CBNA_716345","CBNA_716345",1,5.34457289,44.55195785
"CBNA_716347","CBNA_716347",1,5.346921877,44.55360482
"CBNA_716348","CBNA_716348",1,5.348055913,44.55348785
"CBNA_716349","CBNA_716349",4,5.348127998,44.55501776
"CBNA_716350","CBNA_716350",4,5.335464709,44.54372293
"CBNA_716352","CBNA_716352",3,5.330604372,44.56204653
"CBNA_716354","CBNA_716354",1,5.280220889,44.56965101
"CBNA_716357","CBNA_716357",1,5.284486903,44.57431298
"CBNA_716358","CBNA_716358",3,5.292407246,44.56654618
"CBNA_716362","CBNA_716362",1,5.299967494,44.5615783
"CBNA_716364","CBNA_716364",2,5.298329518,44.56144327
"CBNA_716365","CBNA_716365",4,5.288843239,44.55825724
"CBNA_716400","CBNA_716400",1,5.138897927,44.63620346
"CBNA_716403","CBNA_716403",3,5.338326733,44.55040976
"CBNA_716405","CBNA_716405",3,5.348775969,44.55526975
"CBNA_716407","CBNA_716407",4,5.346913023,44.55090482
"CBNA_716409","CBNA_716409",4,5.331117357,44.56220854
"CBNA_716411","CBNA_716411",2,5.296430422,44.5613983
"CBNA_716412","CBNA_716412",4,5.285477165,44.56140717
"CBNA_716416","CBNA_716416",1,5.16772606,44.61686311
"CBNA_716417","CBNA_716417",3,5.175097328,44.61028432
"CBNA_716419","CBNA_716419",3,5.198110854,44.62457624
"CBNA_716420","CBNA_716420",1,5.205761051,44.6288872
"CBNA_716424","CBNA_716424",4,5.175772484,44.60324646
"CBNA_716427","CBNA_716427",1,5.281040693,44.50793914
"CBNA_716430","CBNA_716430",2,5.308122554,44.49607751
"CBNA_716431","CBNA_716431",3,5.360818956,44.49803086
"CBNA_716432","CBNA_716432",4,5.36888323,44.49340501
"CBNA_716433","CBNA_716433",1,5.365418219,44.48953505
"CBNA_716434","CBNA_716434",2,5.371277344,44.49091208
"CBNA_716435","CBNA_716435",3,5.378090374,44.50352089
"CBNA_716436","CBNA_716436",2,5.367739998,44.51027974
"CBNA_716437","CBNA_716437",2,5.368784142,44.50367385
"CBNA_716438","CBNA_716438",3,5.369000141,44.50052388
"CBNA_716439","CBNA_716439",3,5.161740639,44.6313258
"CBNA_716441","CBNA_716441",4,5.30696978,44.55301951
"CBNA_716442","CBNA_716442",3,5.288456274,44.55799625
"CBNA_716443","CBNA_716443",2,5.167006022,44.61751107
"CBNA_716445","CBNA_716445",2,5.204150026,44.62695221
"CBNA_716447","CBNA_716447",2,5.208173185,44.62414432
"CBNA_716448","CBNA_716448",1,5.218208529,44.61795259
"CBNA_716449","CBNA_716449",3,5.22149353,44.62318152
"CBNA_716451","CBNA_716451",2,5.279096741,44.49934426
"CBNA_716452","CBNA_716452",4,5.065618413,44.56268362
"CBNA_716453","CBNA_716453",3,5.077156931,44.55629381
"CBNA_716454","CBNA_716454",4,5.079793936,44.55875076
"CBNA_716455","CBNA_716455",4,5.073466879,44.55268489
"CBNA_716458","CBNA_716458",3,5.062468396,44.55447576
"CBNA_716459","CBNA_716459",1,5.061973419,44.55475481
"CBNA_716461","CBNA_716461",1,5.161479565,44.63637472
"CBNA_716463","CBNA_716463",4,5.189344384,44.64136081
"CBNA_716466","CBNA_716466",4,5.183611555,44.61953617
"CBNA_716467","CBNA_716467",4,5.217407556,44.6169806
"CBNA_716468","CBNA_716468",1,5.19889397,44.61996837
"CBNA_716472","CBNA_716472",1,5.178958131,44.6327029
"CBNA_716476","CBNA_716476",2,5.196058606,44.63678898
"CBNA_716477","CBNA_716477",1,5.197327678,44.63711303
"CBNA_716487","CBNA_716487",4,5.178076114,44.63533988
"CBNA_716489","CBNA_716489",1,5.19814685,44.62538625
"CBNA_716490","CBNA_716490",2,5.198308873,44.62601616
"CBNA_716491","CBNA_716491",4,5.206139274,44.61347955
"CBNA_716493","CBNA_716493",1,5.198660043,44.61519845
"CBNA_716494","CBNA_716494",1,5.271140684,44.48603345
"CBNA_716495","CBNA_716495",3,5.271185625,44.48450352
"CBNA_716496","CBNA_716496",1,5.27281472,44.4842875
"CBNA_716499","CBNA_716499",4,5.193988783,44.62278523
"CBNA_716511","CBNA_716511",3,5.198038928,44.62322631
"CBNA_716512","CBNA_716512",4,5.198983948,44.62185831
"CBNA_716513","CBNA_716513",3,5.199622969,44.61950031
"CBNA_716518","CBNA_716518",3,5.359612859,44.49653688
"CBNA_716520","CBNA_716520",2,5.284892033,44.56232521
"CBNA_716524","CBNA_716524",1,5.36964766,44.54727808
"CBNA_716533","CBNA_716533",3,5.178571496,44.61425327
"CBNA_716536","CBNA_716536",4,5.184232477,44.6193382
"CBNA_716540","CBNA_716540",2,5.197436141,44.60298564
"CBNA_716541","CBNA_716541",4,5.198317895,44.62375725
"CBNA_716544","CBNA_716544",3,5.280176795,44.49075842
"CBNA_716549","CBNA_716549",2,5.294487379,44.48255964
"CBNA_716553","CBNA_716553",1,5.343295362,44.50722858
"CBNA_716557","CBNA_716557",3,5.348848579,44.50267467
"CBNA_716562","CBNA_716562",1,5.355832807,44.49393592
"CBNA_716563","CBNA_716563",3,5.355472856,44.49430494
"CBNA_716564","CBNA_716564",2,5.355256756,44.49989382
"CBNA_716573","CBNA_716573",2,5.367425366,44.48024726
"CBNA_716577","CBNA_716577",4,5.377217267,44.50363797
"CBNA_716579","CBNA_716579",4,5.381636447,44.49910201
"CBNA_716580","CBNA_716580",3,5.379827446,44.49572707
"CBNA_732396","CBNA_732396",4,4.839714705,44.797497
"CBNA_732412","CBNA_732412",3,4.836105647,44.71388875
"CBNA_748180","CBNA_748180",2,5.343911468,45.00564729
"CBNA_748181","CBNA_748181",2,5.343686449,45.00622321
"CBNA_748213","CBNA_748213",4,5.683706609,45.25150508
"CBNA_748232","CBNA_748232",4,5.279809316,45.39428612
"CBNA_748234","CBNA_748234",4,5.279188358,45.39449315
"CBNA_748287","CBNA_748287",4,5.277154895,45.34028682
"CBNA_748288","CBNA_748288",2,5.277469843,45.34000791
"CBNA_748299","CBNA_748299",1,5.276165062,45.32128808
"CBNA_748304","CBNA_748304",2,5.274923017,45.31839019
"CBNA_748342","CBNA_748342",1,5.481579843,44.23820733
"CBNA_748347","CBNA_748347",2,5.040668189,45.63413267
"CBNA_748348","CBNA_748348",4,5.041712192,45.63443865
"CBNA_748349","CBNA_748349",1,5.041910257,45.63412365
"CBNA_748415","CBNA_748415",3,5.040659207,45.63337663
"CBNA_748448","CBNA_748448",2,5.041433166,45.62910172
"CBNA_748453","CBNA_748453",3,5.039336157,45.6299027
"CBNA_748516","CBNA_748516",1,5.969869976,45.76545258
"CBNA_748529","CBNA_748529",1,5.388039544,46.13373306
"CBNA_748533","CBNA_748533",1,5.385186488,46.13279708
"CBNA_748536","CBNA_748536",1,5.336574954,46.16258631
"CBNA_748541","CBNA_748541",2,5.340760059,46.17001117
"CBNA_748560","CBNA_748560",2,4.928261668,44.74651251
"CBNA_748592","CBNA_748592",1,5.659866028,45.09356655
"CBNA_748597","CBNA_748597",2,5.658444029,45.09245056
"CBNA_748599","CBNA_748599",3,5.303045249,46.31583569
"CBNA_748608","CBNA_748608",4,5.658155981,45.09193752
"CBNA_748628","CBNA_748628",4,4.948026455,44.74351569
"CBNA_748652","CBNA_748652",4,4.941509827,44.77348499
"CBNA_748674","CBNA_748674",2,5.659254062,45.09185654
"CBNA_748676","CBNA_748676",2,5.659713056,45.09109153
"CBNA_748677","CBNA_748677",1,5.658984039,45.09099253
"CBNA_748678","CBNA_748678",1,5.659497114,45.09011055
"CBNA_748713","CBNA_748713",2,5.659820986,45.0931705
"CBNA_748758","CBNA_748758",1,5.659281104,45.08542171
"CBNA_748771","CBNA_748771",2,5.658876055,45.08445867
"CBNA_748827","CBNA_748827",4,5.654087959,45.08198382
"CBNA_748828","CBNA_748828",2,5.653124976,45.08228973
"CBNA_748829","CBNA_748829",4,5.653538943,45.08194779
"CBNA_748830","CBNA_748830",3,5.65470896,45.08137181
"CBNA_748833","CBNA_748833",4,5.661395981,45.10928018
"CBNA_748837","CBNA_748837",4,5.66056797,45.10929824
"CBNA_748838","CBNA_748838",4,5.647841629,45.10579728
"CBNA_748839","CBNA_748839",2,5.648606537,45.11010824
"CBNA_748847","CBNA_748847",3,6.451137851,44.21489418
"CBNA_748848","CBNA_748848",4,6.451362904,44.21502918
"CBNA_748940","CBNA_748940",4,5.301708029,45.10363693
"CBNA_748944","CBNA_748944",2,5.324019692,45.10947788
"CBNA_748946","CBNA_748946",4,5.332776973,45.10757895
"CBNA_748948","CBNA_748948",1,5.333721955,45.10837989
"CBNA_748986","CBNA_748986",4,5.340517145,45.10750697
"CBNA_749006","CBNA_749006",4,5.348347429,45.10214315
"CBNA_749007","CBNA_749007",3,5.343262467,45.08807645
"CBNA_749010","CBNA_749010",2,5.341471402,45.08045359
"CBNA_749019","CBNA_749019",4,5.343811487,45.0785366
"CBNA_749022","CBNA_749022",3,5.336656341,45.07205673
"CBNA_749028","CBNA_749028",1,5.336683353,45.07258772
"CBNA_749034","CBNA_749034",4,5.34430667,45.06901484
"CBNA_749048","CBNA_749048",1,5.344945603,45.07088683
"CBNA_749050","CBNA_749050",1,5.439458238,46.14662977
"CBNA_749052","CBNA_749052",1,5.43985427,46.14656676
"CBNA_749183","CBNA_749183",3,6.287933735,45.35134312
"CBNA_749192","CBNA_749192",2,6.289625806,45.37170996
"CBNA_749194","CBNA_749194",2,5.399640552,45.06412815
"CBNA_749204","CBNA_749204",3,5.401647659,45.05719832
"CBNA_749208","CBNA_749208",4,5.40101772,45.05708129
"CBNA_749211","CBNA_749211",4,5.400648711,45.05744128
"CBNA_749218","CBNA_749218",4,5.399172638,45.05766631
"CBNA_749226","CBNA_749226",2,5.373233715,45.0590252
"CBNA_749234","CBNA_749234",2,5.375627798,45.06149108
"CBNA_749245","CBNA_749245",4,5.373989899,45.05075438
"CBNA_749250","CBNA_749250",4,5.373044896,45.04962033
"CBNA_749254","CBNA_749254",3,5.372342794,45.04915238
"CBNA_749259","CBNA_749259",4,5.373170921,45.04895439
"CBNA_749296","CBNA_749296",4,5.184913657,44.82201447
"CBNA_749299","CBNA_749299",3,5.182420583,44.81955753
"CBNA_749311","CBNA_749311",2,4.819975643,44.30203854
"CBNA_749317","CBNA_749317",3,4.814710377,44.30685335
"CBNA_749378","CBNA_749378",2,4.716774674,44.54847916
"CBNA_749403","CBNA_749403",4,5.986095553,44.56190667
"CBNA_749461","CBNA_749461",1,6.134279493,44.3782927
"CBNA_749505","CBNA_749505",1,5.320529582,44.90074566
"CBNA_749507","CBNA_749507",2,5.319377533,44.90119559
"CBNA_749514","CBNA_749514",3,5.23960775,44.88529263
"CBNA_749542","CBNA_749542",1,5.649149798,44.04657694
"CBNA_749557","CBNA_749557",2,5.646539768,44.04444391
"CBNA_749573","CBNA_749573",1,5.271907924,45.3207661
"CBNA_749626","CBNA_749626",1,5.297468888,45.31016435
"CBNA_749646","CBNA_749646",3,5.07570635,44.66239241
"CBNA_749663","CBNA_749663",1,5.076498368,44.66204145
"CBNA_749666","CBNA_749666",2,5.077218399,44.66194237
"CBNA_749668","CBNA_749668",4,5.279567159,45.3136562
"CBNA_749669","CBNA_749669",3,5.078010446,44.66216741
"CBNA_749673","CBNA_749673",3,5.083455602,44.66116845
"CBNA_749685","CBNA_749685",1,5.08908092,44.65980954
"CBNA_749714","CBNA_749714",2,5.103112374,44.65737969
"CBNA_749715","CBNA_749715",1,5.101807383,44.65710073
"CBNA_749717","CBNA_749717",4,5.10484043,44.65718174
"CBNA_749724","CBNA_749724",1,5.102500365,44.65861271
"CBNA_749733","CBNA_749733",4,5.096668095,44.66050263
"CBNA_749736","CBNA_749736",3,5.100034243,44.65935959
"CBNA_749741","CBNA_749741",4,5.106172438,44.65789271
"CBNA_749742","CBNA_749742",2,5.114623801,44.65608381
"CBNA_749750","CBNA_749750",2,5.667299548,45.17382712
"CBNA_749751","CBNA_749751",2,5.140472649,44.65090021
"CBNA_749754","CBNA_749754",2,5.667893565,45.17381815
"CBNA_749757","CBNA_749757",2,5.667011591,45.17316119
"CBNA_749759","CBNA_749759",1,5.666255599,45.17300817
"CBNA_749766","CBNA_749766",4,5.665868591,45.17261218
"CBNA_749769","CBNA_749769",2,5.658848334,45.17677005
"CBNA_749783","CBNA_749783",1,5.657408247,45.17759806
"CBNA_749787","CBNA_749787",3,5.657597241,45.17870503
"CBNA_749790","CBNA_749790",2,5.657885276,45.17895701
"CBNA_749793","CBNA_749793",2,5.658389209,45.17925402
"CBNA_749845","CBNA_749845",4,5.243117849,44.89140352
"CBNA_749849","CBNA_749849",4,5.110807606,44.65748779
"CBNA_749853","CBNA_749853",4,5.108539595,44.6575868
"CBNA_749854","CBNA_749854",1,5.658245293,45.17970404
"CBNA_749856","CBNA_749856",2,5.102815374,44.65705572
"CBNA_749857","CBNA_749857",2,5.657921271,45.17971302
"CBNA_749858","CBNA_749858",2,5.096542218,44.65523773
"CBNA_749878","CBNA_749878",4,5.485620821,44.2397824
"CBNA_749883","CBNA_749883",4,5.482686838,44.23879234
"CBNA_749898","CBNA_749898",4,5.160800541,45.08406153
"CBNA_749902","CBNA_749902",4,5.161493639,45.08401656
"CBNA_749960","CBNA_749960",3,4.853021388,45.5506756
"CBNA_750032","CBNA_750032",2,5.314933682,46.37383994
"CBNA_750094","CBNA_750094",1,5.767333048,44.72400918
"CBNA_750104","CBNA_750104",3,5.767063053,44.72507118
"CBNA_750157","CBNA_750157",3,5.569550218,44.90532675
"CBNA_750171","CBNA_750171",4,5.568650214,44.90990764
"CBNA_750191","CBNA_750191",2,5.569010206,44.90846772
"CBNA_750193","CBNA_750193",2,5.56849722,44.90840473
"CBNA_750195","CBNA_750195",4,5.546662464,44.91628853
"CBNA_750212","CBNA_750212",2,5.550793574,44.91166261
"CBNA_750214","CBNA_750214",1,5.545069342,44.92174239
"CBNA_750216","CBNA_750216",1,5.545330284,44.92775427
"CBNA_750219","CBNA_750219",2,5.544196008,44.94112796
"CBNA_750220","CBNA_750220",1,5.543575062,44.94093894
"CBNA_750228","CBNA_750228",3,5.54416005,44.94323392
"CBNA_750229","CBNA_750229",1,5.543871963,44.94277488
"CBNA_750230","CBNA_750230",4,5.547751071,44.94908372
"CBNA_750231","CBNA_750231",2,5.547426978,44.95599556
"CBNA_750232","CBNA_750232",3,5.547049003,44.95606755
"CBNA_750233","CBNA_750233",4,5.550505015,44.95860551
"CBNA_750236","CBNA_750236",1,5.554150178,44.96297042
